users,concurrency,query_no,variant_1,variant_2,t_stat,p_value,significant
1000,1,5,neo4j_optimized,postgres_normal,-21.930814252008467,2.604154574835271e-31,True
1000,1,5,neo4j_optimized,postgres_optimized,-25.442132346645106,8.17654481981837e-34,True
1000,1,5,postgres_normal,postgres_optimized,-6.4595709916422726,4.316407264267656e-09,True
1000,1,6,neo4j_normal,neo4j_optimized,-1.9439257627069224,0.054786425405060755,False
1000,1,6,neo4j_normal,postgres_normal,47.78690117675097,7.19913878353176e-43,True
1000,1,6,neo4j_normal,postgres_optimized,47.84929000309736,7.127049391849909e-43,True
1000,1,6,neo4j_optimized,postgres_normal,47.214447815414694,1.324634546633311e-42,True
1000,1,6,neo4j_optimized,postgres_optimized,47.27197086661056,1.307428989771993e-42,True
1000,1,6,postgres_normal,postgres_optimized,1.0030252947589584,0.31836047739829,False
1000,1,7,neo4j_normal,neo4j_optimized,-0.16492211048303076,0.8696087853094021,False
1000,1,7,neo4j_normal,postgres_normal,20.690080328876984,7.155414873331473e-26,True
1000,1,7,neo4j_normal,postgres_optimized,22.041205905913863,4.393874985679309e-27,True
1000,1,7,neo4j_optimized,postgres_normal,83.25658444868454,9.47289376124794e-55,True
1000,1,7,neo4j_optimized,postgres_optimized,88.79028964077565,8.000135202422442e-56,True
1000,1,7,postgres_normal,postgres_optimized,85.1603830376214,8.134293362852566e-62,True
1000,1,8,neo4j_normal,neo4j_optimized,0.6381545480021418,0.5249743927527692,False
1000,1,8,neo4j_normal,postgres_normal,15.207808606333451,3.1568265245766347e-20,True
1000,1,8,neo4j_normal,postgres_optimized,14.634083529332148,1.3797245801620382e-19,True
1000,1,8,neo4j_optimized,postgres_normal,19.108644417524786,1.8914587853283528e-24,True
1000,1,8,neo4j_optimized,postgres_optimized,18.33579865650564,9.331154036380933e-24,True
1000,1,8,postgres_normal,postgres_optimized,-7.344888798192833,9.502581139669275e-11,True
1000,1,9,neo4j_normal,neo4j_optimized,0.8420568823172724,0.4021468731588155,False
1000,1,9,neo4j_normal,postgres_normal,25.872649257200987,3.0383743983273785e-30,True
1000,1,9,neo4j_normal,postgres_optimized,25.727382835485983,3.9426999467808815e-30,True
1000,1,9,neo4j_optimized,postgres_normal,38.34573684145877,2.939052998306194e-38,True
1000,1,9,neo4j_optimized,postgres_optimized,38.122636411553536,3.917506702416986e-38,True
1000,1,9,postgres_normal,postgres_optimized,-5.172452552014761,1.228602414027734e-06,True
1000,1,10,neo4j_normal,neo4j_optimized,0.8368961667461468,0.40501492230201386,False
1000,1,10,neo4j_normal,postgres_normal,13.174996043584583,9.790807518458853e-18,True
1000,1,10,neo4j_normal,postgres_optimized,14.506334120797181,2.2065076130812495e-19,True
1000,1,10,neo4j_optimized,postgres_normal,18.628614713608794,6.343297387468876e-24,True
1000,1,10,neo4j_optimized,postgres_optimized,20.66070906534101,6.481442064805582e-26,True
1000,1,10,postgres_normal,postgres_optimized,31.0276586345724,2.9183087266672294e-51,True
1000,1,11,neo4j_normal,neo4j_optimized,6.875887110296935,5.811564217890157e-10,True
1000,1,11,neo4j_normal,postgres_normal,58.37872390388721,2.365294563328294e-47,True
1000,1,11,neo4j_normal,postgres_optimized,58.642646281744796,3.1786773105785707e-47,True
1000,1,11,neo4j_optimized,postgres_normal,46.99210258108509,9.61542160833241e-43,True
1000,1,11,neo4j_optimized,postgres_optimized,47.22780354132661,1.151115369898256e-42,True
1000,1,11,postgres_normal,postgres_optimized,1.8996956736016217,0.06087253166795218,False
1000,1,12,neo4j_normal,neo4j_optimized,-7.174090134187745,1.8128893182211745e-10,True
1000,1,12,neo4j_normal,postgres_normal,18.27933294726096,1.2306952931077289e-23,True
1000,1,12,neo4j_normal,postgres_optimized,20.62745477085078,7.398543399814952e-26,True
1000,1,12,neo4j_optimized,postgres_normal,23.107188005899303,4.353353735871985e-28,True
1000,1,12,neo4j_optimized,postgres_optimized,24.912962948824312,1.6231201590396332e-29,True
1000,1,12,postgres_normal,postgres_optimized,29.927806922295726,5.244177823390608e-46,True
1000,1,13,neo4j_normal,neo4j_optimized,0.0052586344305805745,0.9958150582377745,False
1000,1,13,neo4j_normal,postgres_normal,20.27739964514187,2.1258719243463756e-30,True
1000,1,13,neo4j_normal,postgres_optimized,15.890601083220513,8.645108495104671e-26,True
1000,1,13,neo4j_optimized,postgres_normal,22.21865755806562,7.74006574442014e-34,True
1000,1,13,neo4j_optimized,postgres_optimized,17.278570903782466,7.590136346938171e-29,True
1000,1,13,postgres_normal,postgres_optimized,-5.856463228589725,6.886882522640495e-08,True
1000,1,14,neo4j_normal,neo4j_optimized,0.7202272161931613,0.4731085468978995,False
1000,1,14,neo4j_normal,postgres_normal,17.027752572863406,1.0087615833929732e-30,True
1000,1,14,neo4j_normal,postgres_optimized,16.73830683323879,1.8228752812174615e-28,True
1000,1,14,neo4j_optimized,postgres_normal,15.535041303525945,1.2814214112486022e-27,True
1000,1,14,neo4j_optimized,postgres_optimized,15.038078687464084,4.567960543315333e-25,True
1000,1,14,postgres_normal,postgres_optimized,-2.3184366064161144,0.02266240045825511,True
1000,1,15,neo4j_normal,neo4j_optimized,-0.5871983727188259,0.558444231956807,False
1000,1,15,neo4j_normal,postgres_normal,13.683274863381062,5.629192631685328e-24,True
1000,1,15,neo4j_normal,postgres_optimized,14.936249595596099,1.939726236220067e-23,True
1000,1,15,neo4j_optimized,postgres_normal,15.452147206443176,6.992448590998921e-28,True
1000,1,15,neo4j_optimized,postgres_optimized,17.379733476849427,4.494443471126683e-28,True
1000,1,15,postgres_normal,postgres_optimized,-0.9506437780272925,0.34463272863743466,False
1000,1,16,neo4j_normal,neo4j_optimized,-0.2646429688058887,0.7918743260455107,False
1000,1,16,neo4j_normal,postgres_normal,15.757501510711863,6.4352926306042084e-27,True
1000,1,16,neo4j_normal,postgres_optimized,15.573703857172484,1.2000814457837641e-23,True
1000,1,16,neo4j_optimized,postgres_normal,18.858545318230778,5.896521526532651e-34,True
1000,1,16,neo4j_optimized,postgres_optimized,19.54119715806713,4.683346413229463e-31,True
1000,1,16,postgres_normal,postgres_optimized,-2.6066796690016436,0.010852227008063244,True
1000,1,17,neo4j_normal,neo4j_optimized,0.17736873661995853,0.8595871310985396,False
1000,1,17,neo4j_normal,postgres_normal,14.04121902853327,8.408705440963717e-19,True
1000,1,17,neo4j_normal,postgres_optimized,14.006274482763548,9.269903891770371e-19,True
1000,1,17,neo4j_optimized,postgres_normal,14.937848027899188,7.108963915037931e-20,True
1000,1,17,neo4j_optimized,postgres_optimized,14.900001014001479,7.867589088185067e-20,True
1000,1,17,postgres_normal,postgres_optimized,-2.848423056653243,0.005368718030465443,True
1000,1,18,neo4j_normal,neo4j_optimized,0.04673664006626418,0.9628182376659907,False
1000,1,18,neo4j_normal,postgres_normal,3.0475418650707184,0.0032054142250968892,True
1000,1,18,neo4j_normal,postgres_optimized,1.1105106015194224,0.2701217288539697,False
1000,1,18,neo4j_optimized,postgres_normal,2.9955734138964547,0.0037314565750864834,True
1000,1,18,neo4j_optimized,postgres_optimized,1.0559270018232418,0.294189830659084,False
1000,1,18,postgres_normal,postgres_optimized,-2.72195206535993,0.007704561618477262,True
1000,1,19,neo4j_normal,neo4j_optimized,-0.9242390094751795,0.357850372669857,False
1000,1,19,neo4j_normal,postgres_normal,14.025567378908097,3.694200028426057e-22,True
1000,1,19,neo4j_normal,postgres_optimized,13.033162575880676,1.2131291015163547e-19,True
1000,1,19,neo4j_optimized,postgres_normal,19.159025917690006,9.641598004823607e-33,True
1000,1,19,neo4j_optimized,postgres_optimized,18.3595906453441,1.4704010572692624e-29,True
1000,1,19,postgres_normal,postgres_optimized,-2.5587508256779907,0.012106522403005282,True
1000,1,20,neo4j_normal,neo4j_optimized,0.6899381686430046,0.49288318011707566,False
1000,1,20,neo4j_normal,postgres_normal,8.403455047335447,2.296095365925565e-11,True
1000,1,20,neo4j_normal,postgres_optimized,6.737709447128346,6.204720937312568e-09,True
1000,1,20,neo4j_optimized,postgres_normal,19.4128165258399,9.092810097889662e-33,True
1000,1,20,neo4j_optimized,postgres_optimized,12.920474736050494,7.463283098031884e-23,True
1000,1,20,postgres_normal,postgres_optimized,-3.3734218987758497,0.0011429524140546777,True
1000,1,21,neo4j_normal,neo4j_optimized,-0.44034976054971814,0.6606579115382294,False
1000,1,21,neo4j_normal,postgres_normal,16.712406446128316,5.319703747098015e-24,True
1000,1,21,neo4j_normal,postgres_optimized,12.354700434986357,4.644071974554315e-20,True
1000,1,21,neo4j_optimized,postgres_normal,18.368034575387146,2.397477850047527e-26,True
1000,1,21,neo4j_optimized,postgres_optimized,13.533513926379241,1.5677076162336177e-22,True
1000,1,21,postgres_normal,postgres_optimized,-5.014129034479818,3.3645292470092916e-06,True
1000,1,22,neo4j_normal,neo4j_optimized,0.6896464554959973,0.49205878955197024,False
1000,1,22,neo4j_normal,postgres_normal,15.350331652764368,4.034715690153734e-24,True
1000,1,22,neo4j_normal,postgres_optimized,12.610477554813027,2.030796892987004e-20,True
1000,1,22,neo4j_optimized,postgres_normal,15.561191975203041,5.419997823501614e-25,True
1000,1,22,neo4j_optimized,postgres_optimized,12.589682214812962,8.851795337356202e-21,True
1000,1,22,postgres_normal,postgres_optimized,-3.4598624709346804,0.0008094316051372373,True
1000,1,23,neo4j_normal,neo4j_optimized,1.1103542314520791,0.27110910071155886,False
1000,1,23,neo4j_normal,postgres_normal,9.008325369256243,2.75561495613371e-12,True
1000,1,23,neo4j_normal,postgres_optimized,8.103026528676114,8.52090764100058e-11,True
1000,1,23,neo4j_optimized,postgres_normal,18.791985993299587,2.0828052420472417e-30,True
1000,1,23,neo4j_optimized,postgres_optimized,17.010803031032868,1.0129627700937779e-26,True
1000,1,23,postgres_normal,postgres_optimized,-3.51057684369244,0.0006821562972304475,True
1000,1,24,neo4j_normal,neo4j_optimized,-0.6577107437630897,0.5122659970588244,False
1000,1,24,neo4j_normal,postgres_normal,17.1448689615291,3.299657252284128e-28,True
1000,1,24,neo4j_normal,postgres_optimized,16.387993743925257,1.2749629147999158e-25,True
1000,1,24,neo4j_optimized,postgres_normal,17.880933834518355,2.6514232653676127e-29,True
1000,1,24,neo4j_optimized,postgres_optimized,17.155703999778144,1.0659175341925367e-26,True
1000,1,24,postgres_normal,postgres_optimized,-2.2236078176788134,0.028559309583510537,True
1000,3,1,neo4j_normal,neo4j_optimized,0.11829018286054675,0.906079889626731,False
1000,3,1,neo4j_normal,postgres_normal,8.657996096504567,1.911860026815487e-11,True
1000,3,1,neo4j_normal,postgres_optimized,8.659445397187653,1.9021557975410154e-11,True
1000,3,1,neo4j_optimized,postgres_normal,8.391248758216523,4.8352064220977593e-11,True
1000,3,1,neo4j_optimized,postgres_optimized,8.392681962354983,4.8107959044986586e-11,True
1000,3,1,postgres_normal,postgres_optimized,0.07590738484769093,0.9396475448456223,False
1000,3,2,neo4j_normal,neo4j_optimized,1.0991114355555096,0.274467165017834,False
1000,3,2,neo4j_normal,postgres_normal,2.5985664641944815,0.010807246096001045,True
1000,3,2,neo4j_normal,postgres_optimized,1.0530214456406493,0.2954532164333013,False
1000,3,2,neo4j_optimized,postgres_normal,1.3288143781953388,0.18703164710306194,False
1000,3,2,neo4j_optimized,postgres_optimized,0.1684528227159112,0.8666126549338249,False
1000,3,2,postgres_normal,postgres_optimized,-0.891820341247806,0.37507024056742844,False
1000,3,3,neo4j_normal,neo4j_optimized,1.9234049770125465,0.057646124752405076,False
1000,3,3,neo4j_normal,postgres_normal,78.32578703259561,8.972931122297749e-88,True
1000,3,3,neo4j_normal,postgres_optimized,81.97223733623741,3.3213930442656026e-91,True
1000,3,3,neo4j_optimized,postgres_normal,85.89075315841303,8.147459530821652e-80,True
1000,3,3,neo4j_optimized,postgres_optimized,90.99309111273142,7.523968522612934e-85,True
1000,3,3,postgres_normal,postgres_optimized,-0.044028230482078205,0.9649720572141682,False
1000,3,4,neo4j_normal,neo4j_optimized,1.2478749274840508,0.21609677067129998,False
1000,3,4,neo4j_normal,postgres_normal,20.916950064071678,4.470679882359436e-26,True
1000,3,4,neo4j_normal,postgres_optimized,20.92773608051835,4.390641440060604e-26,True
1000,3,4,neo4j_optimized,postgres_normal,38.69324219179705,2.0841669014243666e-38,True
1000,3,4,neo4j_optimized,postgres_optimized,38.718377993794945,2.088073670134381e-38,True
1000,3,4,postgres_normal,postgres_optimized,1.12956479161543,0.2634125048203739,False
1000,3,5,neo4j_normal,neo4j_optimized,0.9489806956255656,0.34725585451245744,False
1000,3,5,neo4j_normal,postgres_normal,-46.51635631981022,3.0397054190439696e-62,True
1000,3,5,neo4j_normal,postgres_optimized,-55.92494166351076,5.292988791963611e-64,True
1000,3,5,neo4j_optimized,postgres_normal,-85.39424558388232,1.2024369690996241e-55,True
1000,3,5,neo4j_optimized,postgres_optimized,-115.81556363298343,1.6311309027506512e-62,True
1000,3,5,postgres_normal,postgres_optimized,-9.550334051933364,1.4701968579282792e-15,True
1000,3,6,neo4j_normal,neo4j_optimized,-3.40987605846455,0.0009837183413617238,True
1000,3,6,neo4j_normal,postgres_normal,-9.644014115835079,1.2430416145685364e-15,True
1000,3,6,neo4j_normal,postgres_optimized,-10.562476467186164,1.7584308191222958e-16,True
1000,3,6,neo4j_optimized,postgres_normal,-5.095999317319542,1.710769638145947e-06,True
1000,3,6,neo4j_optimized,postgres_optimized,-7.008331763608402,4.0111308120557536e-10,True
1000,3,6,postgres_normal,postgres_optimized,-2.9510213818193147,0.004071129469998767,True
1000,3,7,neo4j_normal,neo4j_optimized,-1.0301939915758493,0.30720145379888414,False
1000,3,7,neo4j_normal,postgres_normal,115.13529142751281,3.6633000443836613e-72,True
1000,3,7,neo4j_normal,postgres_optimized,124.27382017894203,5.2053374252195505e-67,True
1000,3,7,neo4j_optimized,postgres_normal,37.71172188372882,2.0763141407733266e-38,True
1000,3,7,neo4j_optimized,postgres_optimized,39.421189590781196,5.605745913868846e-39,True
1000,3,7,postgres_normal,postgres_optimized,13.288230162698841,6.2012806450150075e-22,True
1000,3,8,neo4j_normal,neo4j_optimized,-0.7048681187482193,0.4835122833644506,False
1000,3,8,neo4j_normal,postgres_normal,-48.01599948263695,4.159340668990049e-44,True
1000,3,8,neo4j_normal,postgres_optimized,-151.99138298735565,1.2161694225297432e-91,True
1000,3,8,neo4j_optimized,postgres_normal,-45.08335335730083,1.5270084074572509e-49,True
1000,3,8,neo4j_optimized,postgres_optimized,-101.71724690980366,1.0103623362248561e-95,True
1000,3,8,postgres_normal,postgres_optimized,-0.11624606899653922,0.9078661122168294,False
1000,3,9,neo4j_normal,neo4j_optimized,0.6995522023628371,0.4869006634401837,False
1000,3,9,neo4j_normal,postgres_normal,-0.8285206465801309,0.4111459104839643,False
1000,3,9,neo4j_normal,postgres_optimized,-0.7994879795625417,0.4278316956656424,False
1000,3,9,neo4j_optimized,postgres_normal,-4.096264802016298,0.00010529942683008226,True
1000,3,9,neo4j_optimized,postgres_optimized,-4.43671638941139,4.668790589494791e-05,True
1000,3,9,postgres_normal,postgres_optimized,0.21049383555331005,0.8339700063339274,False
1000,3,10,neo4j_normal,neo4j_optimized,-0.12331212512651814,0.9022958318917338,False
1000,3,10,neo4j_normal,postgres_normal,-43.52258082919594,5.051467472511419e-42,True
1000,3,10,neo4j_normal,postgres_optimized,-187.41071944462186,3.668990219564493e-124,True
1000,3,10,neo4j_optimized,postgres_normal,-39.07899125654403,1.0261915804924732e-50,True
1000,3,10,neo4j_optimized,postgres_optimized,-77.51899029793438,1.0774679622090936e-61,True
1000,3,10,postgres_normal,postgres_optimized,2.016455311167573,0.048944627631813856,True
1000,3,11,neo4j_normal,neo4j_optimized,1.1649637084088258,0.24813551225296424,False
1000,3,11,neo4j_normal,postgres_normal,-1.4095914213171514,0.16302693286256084,False
1000,3,11,neo4j_normal,postgres_optimized,-1.7934227056765504,0.07757702192065918,False
1000,3,11,neo4j_optimized,postgres_normal,-1.9234798202648842,0.059744555024323874,False
1000,3,11,neo4j_optimized,postgres_optimized,-2.0968074027108092,0.04087708499912235,True
1000,3,11,postgres_normal,postgres_optimized,-0.5804986158835936,0.5629536827404684,False
1000,3,12,neo4j_normal,neo4j_optimized,-2.6937904348342285,0.008411279924751805,True
1000,3,12,neo4j_normal,postgres_normal,-53.443772822841126,2.7642412877371734e-59,True
1000,3,12,neo4j_normal,postgres_optimized,-34.657518248891286,1.1705465094659965e-53,True
1000,3,12,neo4j_optimized,postgres_normal,-38.86178135545813,2.615835450467891e-45,True
1000,3,12,neo4j_optimized,postgres_optimized,-28.46881875918926,3.7556352557768834e-49,True
1000,3,12,postgres_normal,postgres_optimized,0.43064052738182174,0.6682400175637173,False
1000,3,13,neo4j_normal,neo4j_optimized,-0.49836270318247794,0.6193987911940133,False
1000,3,13,neo4j_normal,postgres_normal,-33.817541155074395,2.8130141051607585e-39,True
1000,3,13,neo4j_normal,postgres_optimized,-34.00915774743001,5.2504757856381504e-49,True
1000,3,13,neo4j_optimized,postgres_normal,-26.795343019929874,7.557446729949288e-33,True
1000,3,13,neo4j_optimized,postgres_optimized,-27.978624611527678,1.3510542385033247e-39,True
1000,3,13,postgres_normal,postgres_optimized,-6.61615175511209,6.091223813097208e-09,True
1000,3,14,neo4j_normal,neo4j_optimized,1.5893054294774458,0.11523406221681076,False
1000,3,14,neo4j_normal,postgres_normal,-29.771850967365165,3.237572134783196e-35,True
1000,3,14,neo4j_normal,postgres_optimized,-18.07768954714987,3.837390584250821e-29,True
1000,3,14,neo4j_optimized,postgres_normal,-29.645366886084545,8.411824847435839e-35,True
1000,3,14,neo4j_optimized,postgres_optimized,-18.81807932190459,5.717213601734632e-31,True
1000,3,14,postgres_normal,postgres_optimized,-3.993770474511892,0.00021133854577199388,True
1000,3,15,neo4j_normal,neo4j_optimized,0.6022618030823492,0.5489575524689971,False
1000,3,15,neo4j_normal,postgres_normal,-12.687466112939207,8.772022215157414e-20,True
1000,3,15,neo4j_normal,postgres_optimized,-14.873627758528293,1.367778575830973e-20,True
1000,3,15,neo4j_optimized,postgres_normal,-22.10279985195015,7.37747749943162e-40,True
1000,3,15,neo4j_optimized,postgres_optimized,-30.925824123440524,1.7312730625532248e-41,True
1000,3,15,postgres_normal,postgres_optimized,-2.2685928288818533,0.026511814861023816,True
1000,3,16,neo4j_normal,neo4j_optimized,-3.027974225485295,0.0031992025955123503,True
1000,3,16,neo4j_normal,postgres_normal,-21.222666882594247,3.7456921837033745e-37,True
1000,3,16,neo4j_normal,postgres_optimized,-26.9677268997422,4.192512744034575e-47,True
1000,3,16,neo4j_optimized,postgres_normal,-16.131466870805056,2.4549230315992838e-29,True
1000,3,16,neo4j_optimized,postgres_optimized,-20.192910193851343,9.708831978264677e-36,True
1000,3,16,postgres_normal,postgres_optimized,-2.3347493970093907,0.021705302566149963,True
1000,3,17,neo4j_normal,neo4j_optimized,1.521383986542549,0.1341778237639823,False
1000,3,17,neo4j_normal,postgres_normal,8.562310810733827,2.6699034918741674e-11,True
1000,3,17,neo4j_normal,postgres_optimized,8.542955219723948,2.8577059112528515e-11,True
1000,3,17,neo4j_optimized,postgres_normal,37.712761357592576,5.788944561171971e-38,True
1000,3,17,neo4j_optimized,postgres_optimized,37.631947599875026,7.485617800117682e-38,True
1000,3,17,postgres_normal,postgres_optimized,-2.078505378743099,0.04094590002273758,True
1000,3,18,neo4j_normal,neo4j_optimized,0.23102257069921278,0.8180724740329767,False
1000,3,18,neo4j_normal,postgres_normal,-42.611123653364544,2.5448191011579292e-52,True
1000,3,18,neo4j_normal,postgres_optimized,-66.14044626300468,1.3692690143739547e-81,True
1000,3,18,neo4j_optimized,postgres_normal,-46.841404527510534,4.146816155955943e-44,True
1000,3,18,neo4j_optimized,postgres_optimized,-83.41170002353668,8.685195621707557e-62,True
1000,3,18,postgres_normal,postgres_optimized,-2.0299215412100673,0.04577275974101776,True
1000,3,19,neo4j_normal,neo4j_optimized,-1.1931133557901874,0.23582485693046779,False
1000,3,19,neo4j_normal,postgres_normal,-20.391199734430923,5.0801604794999145e-37,True
1000,3,19,neo4j_normal,postgres_optimized,-27.200864818048874,4.605803938897491e-36,True
1000,3,19,neo4j_optimized,postgres_normal,-21.22453833472081,7.75648764208168e-38,True
1000,3,19,neo4j_optimized,postgres_optimized,-30.76550475363417,1.4777874296657363e-41,True
1000,3,19,postgres_normal,postgres_optimized,-0.4833613030088041,0.6305305031484016,False
1000,3,20,neo4j_normal,neo4j_optimized,-0.17254922970425998,0.8633656505971875,False
1000,3,20,neo4j_normal,postgres_normal,-23.474042600167014,5.611954104833698e-30,True
1000,3,20,neo4j_normal,postgres_optimized,-20.22907532175258,1.6964684766600196e-36,True
1000,3,20,neo4j_optimized,postgres_normal,-20.963058445132962,2.608043630714871e-27,True
1000,3,20,neo4j_optimized,postgres_optimized,-18.816717893985047,1.627421372962779e-33,True
1000,3,20,postgres_normal,postgres_optimized,-3.2396763785862803,0.0020279151686283413,True
1000,3,21,neo4j_normal,neo4j_optimized,0.3361231085731764,0.7374989573798334,False
1000,3,21,neo4j_normal,postgres_normal,-31.735819794634317,1.9631915960049113e-36,True
1000,3,21,neo4j_normal,postgres_optimized,-21.995519281101803,1.2723454927804072e-38,True
1000,3,21,neo4j_optimized,postgres_normal,-30.508127449755825,2.3854504784888277e-35,True
1000,3,21,neo4j_optimized,postgres_optimized,-21.80072011643444,9.548715731232349e-39,True
1000,3,21,postgres_normal,postgres_optimized,-2.354022304612648,0.02239371192183843,True
1000,3,22,neo4j_normal,neo4j_optimized,0.2511784303068564,0.8022159885815151,False
1000,3,22,neo4j_normal,postgres_normal,-28.411243795192416,3.0346369548571504e-35,True
1000,3,22,neo4j_normal,postgres_optimized,-28.407140368776993,3.0304522899928363e-38,True
1000,3,22,neo4j_optimized,postgres_normal,-33.37982335736307,2.5437348045475166e-40,True
1000,3,22,neo4j_optimized,postgres_optimized,-32.94463722519593,1.8662642991000809e-44,True
1000,3,22,postgres_normal,postgres_optimized,-2.2911616882273997,0.024357537938969984,True
1000,3,23,neo4j_normal,neo4j_optimized,-0.021826701431439086,0.9826306073768851,False
1000,3,23,neo4j_normal,postgres_normal,-20.62360385425668,3.1862758389594713e-37,True
1000,3,23,neo4j_normal,postgres_optimized,-21.199618321829377,4.186423245374921e-38,True
1000,3,23,neo4j_optimized,postgres_normal,-20.852953423341003,1.7421028829421984e-37,True
1000,3,23,neo4j_optimized,postgres_optimized,-21.431407134036622,2.420266250356628e-38,True
1000,3,23,postgres_normal,postgres_optimized,-0.726861712895795,0.46904385777925306,False
1000,3,24,neo4j_normal,neo4j_optimized,-2.8414438291603887,0.005463700143085934,True
1000,3,24,neo4j_normal,postgres_normal,-20.60691320560147,2.485266532685774e-37,True
1000,3,24,neo4j_normal,postgres_optimized,-24.70659112220005,4.699428913484895e-40,True
1000,3,24,neo4j_optimized,postgres_normal,-17.762965317533183,2.3188338899393654e-32,True
1000,3,24,neo4j_optimized,postgres_optimized,-21.445794854979233,1.027460296944864e-35,True
1000,3,24,postgres_normal,postgres_optimized,-0.876392126376338,0.38325536370522784,False
1000,5,1,neo4j_normal,neo4j_optimized,0.002442374075097662,0.9980562342230904,False
1000,5,1,neo4j_normal,postgres_normal,8.133831498760006,1.1911299716706865e-10,True
1000,5,1,neo4j_normal,postgres_optimized,8.134827947889503,1.1866085515557795e-10,True
1000,5,1,neo4j_optimized,postgres_normal,8.12508657304103,1.228270330827185e-10,True
1000,5,1,neo4j_optimized,postgres_optimized,8.126082523605096,1.2236106702157303e-10,True
1000,5,1,postgres_normal,postgres_optimized,0.06119705742612754,0.9513274841777355,False
1000,5,2,neo4j_normal,neo4j_optimized,1.922787249223855,0.057957211668959153,False
1000,5,2,neo4j_normal,postgres_normal,-12.29295055503024,8.741010020579043e-20,True
1000,5,2,neo4j_normal,postgres_optimized,-14.468220114595642,1.8758177065952775e-22,True
1000,5,2,neo4j_optimized,postgres_normal,-19.490052774792854,3.2568412521309117e-35,True
1000,5,2,neo4j_optimized,postgres_optimized,-23.453936458494812,8.039127859418696e-40,True
1000,5,2,postgres_normal,postgres_optimized,-2.553809867130231,0.012260830789104884,True
1000,5,3,neo4j_normal,neo4j_optimized,-0.007495285352750611,0.994035621524265,False
1000,5,3,neo4j_normal,postgres_normal,120.23511375765057,5.519241550742787e-107,True
1000,5,3,neo4j_normal,postgres_optimized,112.47939031081737,2.112786389289933e-105,True
1000,5,3,neo4j_optimized,postgres_normal,105.1923606051333,9.86147107711073e-95,True
1000,5,3,neo4j_optimized,postgres_optimized,99.84017298882343,2.3253766759556863e-97,True
1000,5,3,postgres_normal,postgres_optimized,-0.23048180709095026,0.8182067271930125,False
1000,5,4,neo4j_normal,neo4j_optimized,-0.8006189879936022,0.4255675148117274,False
1000,5,4,neo4j_normal,postgres_normal,46.858552146068234,2.3014688649797727e-42,True
1000,5,4,neo4j_normal,postgres_optimized,46.832832160848604,2.323236746626836e-42,True
1000,5,4,neo4j_optimized,postgres_normal,32.38248346036295,9.585612505873222e-35,True
1000,5,4,neo4j_optimized,postgres_optimized,32.36625343130123,9.757030461005183e-35,True
1000,5,4,postgres_normal,postgres_optimized,-1.4891504109803058,0.14049068791746366,False
1000,5,5,neo4j_normal,neo4j_optimized,2.6800441538234536,0.00992512298436519,True
1000,5,5,neo4j_normal,postgres_normal,-70.13346226946761,2.817852983802301e-84,True
